Emotion,Sentence,text_length,word_count,emotion_vn
Disgust,về việt nam thì gọi nó là ngáo chó,34,9,khó chịu
Fear,per con nhện cản bước bé xuống cầu thang =))))),47,10,sợ hãi
Fear,cả 2 loại người này đều đáng sợ !,33,9,sợ hãi
Enjoyment,đm cười ĩa,10,3,vui vẻ
Enjoyment,per hôn nhẹ lên má nha 🤣,24,7,vui vẻ
Sadness,"có lần ba tao mua bánh kem sinh nhật cho tao , lúc đấy tao 13t nhưng khi ba tao mua về thì lại là 15t 😶",103,27,buồn
Enjoyment,con dựt gái đây sao hahaha,26,6,vui vẻ
Surprise,hot đến vậy cơ à ? mình chưa nghe bao giờ luôn .,48,13,ngạc nhiên
Sadness,"cả thế giới biết toau crush mày , còn mày thì íu nhận ra 😐",58,15,buồn
Disgust,vô ý thức,9,3,khó chịu
Disgust,"cưỡng hôn 200 nghìn , thu trăm tỷ phạt 5 triệu , đói trộm 2 cái bánh mỳ 45k phạt đi tù",86,22,khó chịu
Enjoyment,chính xác ! nơi làm việc anh em mà đoàn kết với nhau cỡ nào cũng thấy mau hết giờ làm . 😊😊😊,91,23,vui vẻ
Anger,phim cắt mất đoạn hay của manga rồi dume,40,9,giận dữ
Anger,đang ăn . nói nói con cặc 😒😒,28,8,giận dữ
Other,tôm này vào là nó diệt hết tôm bản địa luôn,43,11,khác
Sadness,"bởi vì anh đã gặp em đúng lúc , đúng lúc đó em đã có người thương ...",69,18,buồn
Enjoyment,tại sao phải đứng ngồi nhìn ? lên bankon cột võng nằm coi mới đã ..,67,16,vui vẻ
Surprise,"loại bi này ngon quá , vừa uống",31,8,ngạc nhiên
Sadness,10 đứa bạn thì có 9 đứa là con trai rồi . sau nhiều năm kinh nghiệm thì chơi với nhiều trai thì sẽ bị ế muôn đời muôn kiếp . haizaaa ...,136,33,buồn
Enjoyment,"xem đi xem lại không chán , best của best 😭",43,11,vui vẻ
Other,tán mãi mới đổ muốn chia tay cũng phải từ từ,44,11,khác
Surprise,"gấu của thằng da đen ngon vkl , mà công nhận chạy nhanh vãi",59,14,ngạc nhiên
Enjoyment,đag bị cuồng mấy video của chế này . ai có ngoài video này tag cho mình xem với nhé 😂😂,86,21,vui vẻ
Other,học rmit thì chắc chắn là gia phả nhà nó giàu vcd rồi . thế thì chọn thằng có tiền học bổng chứ còn gì nữa -)),110,27,khác
Disgust,tại sao không áp dụng khoảng 2 điều 320 luật hình sự 2015 phạt tù từ 3 - 10 năm về tội hành nghề mê tín dị đoan gây ảnh hưởng xấu đến an ninh trật tự và an toàn xh mà chỉ phạt con mụ đó 5 triệu đồng ? hay là vong đòi phạt hành chính 5tr thôi 😬,243,61,khó chịu
Other,per hình như nhà bác có 01 chiếc thì phải ?,43,11,khác
Disgust,soi mà không đủ tiền mua thì soi làm gì,39,10,khó chịu
Other,làm sao tôi có thể yêu được loài người đây ???,46,11,khác
Fear,trong nhà không biết có ai không nữa ? sập quả này sợ thật đấy,62,15,sợ hãi
Disgust,toàn lũ chó thèm khát,21,5,khó chịu
Other,per nhu cầu của mày khoái xem mấy video này nên tao tag mày,59,14,khác
Sadness,và cuối cùng là được đối xử như một thằng con trai luôn ..,58,14,buồn
Disgust,chỉ tại nó không có ai để nói chuyện nên nói chuyện với mày giết thời gian thôi . ai bỉu mày tưởng tượng chi,108,25,khó chịu
Surprise,sao nhiều thằng cưa bàn giống tao vậy ??,40,9,ngạc nhiên
Enjoyment,ngày trước mình qua singapore cũng vậy . dư hành lý 2 chi em mă ̣ c 4 bộ lên người kkk,86,22,vui vẻ
Fear,tuổi lồn hù được bố m,21,6,sợ hãi
Enjoyment,per kìa 3 chị em vào mà hốt hàng về đi chứ hâha,47,13,vui vẻ
Sadness,"ngày xưa có đĩa phim này . bố đi công tác về thấy cái đĩa tên là "" cô dâu 15 tuổi "" . má ăn chửi sấp mặt ...",108,30,buồn
Enjoyment,may mà còn gỡ lại được 1 miếng sắt lớn của tàu hỏa nó bung ra nên bán đi cũng đỡ được vài đồng . kaka,101,26,vui vẻ
Enjoyment,cười lộn ruột,13,3,vui vẻ
Other,chờ thằng kia lật mặt mãi không thấy,36,8,khác
Other,thật ra đàn ông ghen nhiều hơn phụ nữ đấy chứ,45,11,khác
Enjoyment,rất có tố chất . liên đoàn xe đạp việt nam có thể liên hệ để đào tạo được đấy,77,20,vui vẻ
Enjoyment,nhắn với người yêu còn đéo nhẹ nhàng như vậy =)),48,11,vui vẻ
Disgust,chơi khăm vãi thế ba,20,5,khó chịu
Sadness,tớ chỉ an ủi bạn í thôi mà :(,29,9,buồn
Disgust,cha mẹ cho ta cả cuộc đời rồi còn than gì nữa,45,12,khó chịu
Disgust,alo ở đây có thằng điên mày à . đến bắt nó hộ tao phát,54,15,khó chịu
Enjoyment,thích bài này lắm lun . thuộc lun,33,8,vui vẻ
Enjoyment,nhìn mày thế kia đến tao còn thích ngủ cùng huống gì em mày,59,14,vui vẻ
Enjoyment,"per hihi học ở đâu không quan trọng , quan trọng là bọn mình luôn có nhau hihi",78,18,vui vẻ
Other,lúc đi họp lớp thì đếu thấy ai,30,8,khác
Sadness,gặp em đúng lúc nhưng sao anh vẫn thấy mình cô đơn quá .,56,14,buồn
Other,mua được bộ đồ cho tết điệu đà tán gái mà như thế nào đây thì tán sao được,74,19,khác
Other,chua cay bùi ngọt mặn cái chả có .,34,9,khác
Enjoyment,nó lại dễ con ạ :v,18,6,vui vẻ
Surprise,chi tiết đẹp đấy,16,4,ngạc nhiên
Other,"đm đi học bị mấy con điên này đuổi cắn , dume vì nó mà tao sợ quá chạy té sấp mặt luôn trầy hết con mẹ nó tay chân . thứ dòng đỹ gì đâu á :))",141,38,khác
Other,"bếp lò xô nấu bằng dầu hôi đây mà ,!",36,10,khác
Fear,per dume đái trong quần,23,5,sợ hãi
Disgust,"người ta dùng kiến lá , ông lại dùng kiến cứt thì thua ông rồi",62,15,khó chịu
Sadness,rớt giá kinh khủng khiếp huhu,29,6,buồn
Enjoyment,mai đến phòng đi tập luôn,25,6,vui vẻ
Disgust,per bây giờ thì không nói nhưng mà cảm giác phủ nhận vai trò bà thảo ngày xưa . vl không chị đọc thấy viết khập khiễng quá :))),127,29,khó chịu
Enjoyment,aw giống tao vậy =))) mấy thứ linh tinh tao còn để nguyên vào 1 cái hộp bự cơ,77,19,vui vẻ
Enjoyment,🤣🤣🤣🤣 bo tay chấm cơm . hahaha,29,7,vui vẻ
Other,giờ mới biết,12,3,khác
Fear,cmt thế thôi chứ thật ra còn trả dám ấn vào video để xem . đời tao tởm nhất là lũ nhện mà hay gặp vãi :((((,107,27,sợ hãi
Anger,cái loại ngu si này nên nhốt nó tù chung thân lao động công ích cho nhà tù để giúp ích lại những cái nó đã phá hoại,115,28,giận dữ
Anger,mẹ con điên,11,3,giận dữ
Enjoyment,tuyệt vời . aeon mall có khác,29,7,vui vẻ
Disgust,loạn luân cũng được . đcm ạ,27,7,khó chịu
Sadness,tội cả con quá 😭😭 một lũ vô nhân tính đã hủy hoại những mầm non tương lai .,75,19,buồn
Enjoyment,là con bé con điên khùng và phiền vãi nhưng bạn vẫn yêu nó vãi chưởng :)))))),77,17,vui vẻ
Disgust,mịa thằng ghép nhạc :)))),25,5,khó chịu
Other,chợt nhớ câu hát ông bà anh yêu nhau thời chưa có xe hơi ...,60,15,khác
Disgust,thôi ctay đi chứ yêu con người như này chả chết vì bệnh mà chết vì vô tâm mất,77,19,khó chịu
Sadness,per người đừng hành hạ tuôi như thế nào nữa,43,10,buồn
Enjoyment,lạc quan lên cưng ❤,19,5,vui vẻ
Disgust,cách xử lý của cô chủ nhiệm quá tồi .,37,10,khó chịu
Other,bọn chủ tịch đến chưa chúng mày ?,33,8,khác
Other,giống tao nhưng tay trái tao có thẹo do mẹ tao xưa cắt trúng nên nhìn thẹo để phân biệt thôi chứ kêu phải ứng liền là không được,128,29,khác
Enjoyment,vào sg 50k / không cũng mua . 100k / không cũng mua ! ha ha,59,16,vui vẻ
Enjoyment,nó lại hợp lí vãi,17,5,vui vẻ
Disgust,"quỳ vậy thôi có gì mà phạt giáo viên nhỉ , riết phụ huynh giờ thấy làm quá đáng thiệt",85,20,khó chịu
Disgust,lớp tao tỉnh rụi . đi học chứ có phải đi chết đéo đâu mà khóc lóc :),68,18,khó chịu
Enjoyment,ngày xưa mỗi lần tao làm ồn là ngoại tao liền la hoặc lấy roi đánh 😅 nhưng lúc đó vui lắm 😊,91,23,vui vẻ
Sadness,"em cũng đi lead này , nhưng đừng gọi em là ninja được không , xin luôn đấy",74,18,buồn
Enjoyment,tự nhiên nhớ cái cảnh 2 con bánh bèo bị ngỗng dí quá 😅😅 per,59,15,vui vẻ
Fear,thề nhìn họ hôn nhau thôi mà nổi hết gai ốc . chưa dám nghĩ tới xxx . chắc thốn lắm . lạnh sống lưng thật .,107,27,sợ hãi
Enjoyment,dù s đi nữa thì mày vẫn xinh . cố lên,37,11,vui vẻ
Enjoyment,sài gòn vẫn có cách sống rất nhân văn .,39,10,vui vẻ
Disgust,đi ngoài đường trái phải còn không biết mà vẫn sống thì giỏi đấy nhỉ,68,15,khó chịu
Enjoyment,thật vi diệu,12,3,vui vẻ
Other,nuôi sao mà trông béo tốt thế kia :v chỉ bí quyết đi,52,13,khác
Disgust,agribank thì bình quân bao nhiêu nhỉ . mấy cán bộ agri thấy hách lắm .,70,16,khó chịu
Enjoyment,ly hôn kiểu này thì không cần tới bước cuối cùng . chỉ cần tới bước tính xem trả lại tiền mừng là tao bỏ ngay ý định ly hôn luôn rồi ... kkkk,141,34,vui vẻ
Anger,"nhìn mặt đã thấy hãm , mọi người chửi bỏ mẹ con mẹ phụ huynh đi",63,16,giận dữ
Sadness,mày không được ăn đồ chua nhưng phòng toàn xoài chua :(,55,12,buồn
Disgust,per bày đặt ngày hôm qua đã từng đồ,35,9,khó chịu
Enjoyment,sau khi bố xem video của con xong thì bố rút ra 1 điều . bố không chỉ chửi con lúc con cầm đũa mà bố sẽ chửi con cả ngày thân ái ... yêu con,140,36,vui vẻ
Sadness,có đứa nào hồi bé không biết nấu còn tranh làm rồi quên không đổ nước như tao không :))),88,20,buồn
Enjoyment,đỉnh của đỉnh 🙂,15,4,vui vẻ
Other,các bác cứ tích cực vào . em chả quan tâm,41,11,khác
Disgust,ở việt nam mà vác dao rạch tại chỗ thể này người nhà nó chả đấm cho sưng mõm rồi 🌝,82,21,khó chịu
Anger,"trung thu là ngày cho trẻ em chứ đéo phải ngày tạo ra trẻ em nhé . dume bọn có gấu tém tém lại , kiểm tra xem có thêm cái sừng nào không ?",138,35,giận dữ
Other,per tao nghĩ nên triệt sản mày,30,7,khác
Surprise,"rẻ nhỉ , sao có thể giảm tới mức đó vậy ta",42,12,ngạc nhiên
Enjoyment,"có rồi mà , nghén rồi nè hihi",29,8,vui vẻ
Other,qtrong là mày phải có tiền chứ nghèo xem,40,9,khác
Sadness,anh đừng bỏ em đi mà 😢,22,7,buồn
Enjoyment,người ghép có tâm 😁😁,20,5,vui vẻ
Other,per hôm nào chụp kiểu nhỉ .,27,7,khác
Sadness,"per bất hạnh vãi , mà tao với mày đéo tạo được niềm vui :v",58,15,buồn
Disgust,gu âm nhạc óc chó mới nghr cái bài này . toàn đú theo mấy cái thể loại hãm,74,19,khó chịu
Other,mỗi năm cũng xem lại đôi lần,28,7,khác
Enjoyment,per cảm ơn mọi người . do em thích mấy cái văn hoá tưng vùng để tìm hiểu,72,18,vui vẻ
Sadness,hu hu đã bị chụp,16,5,buồn
Disgust,con này bán kem bôi não ... xóa bỏ nếp nhăn .. khiến não láng mịn 😌😌😌😌,70,17,khó chịu
Disgust,ngu không chịu được,19,4,khó chịu
Sadness,per hồi ở tam kì hay nghe ... giờ nghe lại buồn ds,50,13,buồn
Enjoyment,bạn gái nào xinh xinh mà bị lạc thì vào nhà mình cho ngủ nhờ này . ??,69,18,vui vẻ
Fear,huhu sợ vãi luôn á,18,5,sợ hãi
Disgust,hỏng rồi . dùng đồ như phá,26,7,khó chịu
Anger,"chỉ có bạo lực mới giải quyết được bạo lực , tao mà làm luật tao sẽ hạ tuổi người lớn là 13 tuổi , đem nó lao động khổ sai 10 năn",129,33,giận dữ
Sadness,tao nhiều tài lắm .. nhưng tài sản còn cái mạng què và đôi tay trắng 😭😭,71,17,buồn
Other,có ai bịt loa như tao không 😁,29,8,khác
Other,"mấy thằng dẫn gấu đi thì tránh xa đám đông ra nhé , đừng chen đẩy kiểu bố láo , thằng đẩy tao đã bị xơi cùi trỏ rồi đấy ,",121,31,khác
Other,nhìn là thấy nóng rồi,21,5,khác
Anger,"làm con người còn sức khoẻ , còn lành lặn mà vác mặt vào ăn cơm từ thiện thì chết con mẹ nó đi cho đỡ chật đất , cơm này dành cho những người không còn khả năng lao động , hoặc vô gia cư và hoàn cảnh quá khó khăn thôi",217,53,giận dữ
Other,tự hỏi rằng những bạn nữ như thế nào thì họ có còn thích con trai không nhỉ 🤔,77,19,khác
Enjoyment,cặp phụ lúc nào cũng đáng yêu .,31,8,vui vẻ
Sadness,pháp không còn khoảng thời gian bình yên nữa rồi,48,10,buồn
Enjoyment,con ước mình cũng có 1 tình yêu đẹp như ông bà vậy < 3,54,15,vui vẻ
Surprise,cô giáo là người nhà của mấy đứa đầu gấu à =))))),49,12,ngạc nhiên
Disgust,"tôi cũng thấy điêu điêu , nét chữ này của người lớn mà . chí ít cũng phải cấp 3 rồi .",85,22,khó chịu
Anger,phải con tao tao cho cả lũ chó cụt tay hết !,44,12,giận dữ
Enjoyment,cưng chết,9,2,vui vẻ
Other,con gái hiện giờ .. nấu kiểu này thì thôi xong ... cháy luôn cả nhà 😂,69,17,khác
Other,"per đường đi về anh ợ , ô tô chắn hết đg chả đi được ??",55,16,khác
Disgust,ghê vậy,7,2,khó chịu
Enjoyment,nếu không có khúc cua cuối thì video này ý nghĩa đó chớ 🤣🤣,58,14,vui vẻ
Enjoyment,dễ thương . cứ yêu đi ngại gì .,31,9,vui vẻ
Enjoyment,hay lắm :))),12,3,vui vẻ
Sadness,dume con ế đọc tổn thương sâu con mẹ nó sắc :((,47,12,buồn
Disgust,chắc ông này không có vợ :)),28,7,khó chịu
Enjoyment,coi phim này không .. dễ thương lắm ..,38,9,vui vẻ
Enjoyment,đúng vậy . haha,15,4,vui vẻ
Other,tại sao cứ đa số là trèo cột điện với mái nhà nhỉ . ai giải thích mình với ??,77,20,khác
Anger,lâu lắm rồi mà gio mới xử phạt,30,8,giận dữ
Enjoyment,đáng yêu quá,12,3,vui vẻ
Enjoyment,tuần sau nữa mới học =))),25,6,vui vẻ
Enjoyment,"per sợ chưa , ông bác hơi bị cứng nhé :))))",43,11,vui vẻ
Other,"phàm là việc đại sự trong thiên hạ , cứ về hỏi vợ . vợ bảo sao thì làm ngược lại . ắt thành công !!!",100,26,khác
Anger,bọn hại người không gươm không dao . bọn tiêu diệt nguồn lực tương lai của dân tộc . nên đưa tội thực phẩm bẩn vào khung tử hình đi . mong nhà nước thay đổi một số luật định đi .,178,42,giận dữ
Other,per bữa nào làm thử mày,23,6,khác
Other,cần 1 thời gian dài thật dài nữa thì ý thức mới đi lên được,59,15,khác
Fear,"trên đường tao đi làm cũng có 2 con , mỗi lần chay tới là nó vương cổ ra như kiểu muốn hút tao trong khi tao không làm gì nó , cứ mỗi lần chạy tới là tao cách ly cả "" nghìn mét "" với nó , thấy nó sợ bỏ mẹ . đúng chất con ngang",226,59,sợ hãi
Other,đội nào cũng xứng đáng hơi tiếc cho per,39,9,khác
Enjoyment,:))) có thật nhiều tiền là vui,30,7,vui vẻ
Enjoyment,"anw , vote cho anh vũ",21,6,vui vẻ
Enjoyment,ý là giọng quê tao đó hã,24,7,vui vẻ
Sadness,tao thì ngược lại .. cắt xong nhìn như thằng trốn trại vậy,58,13,buồn
Enjoyment,chúc mừng cp . cố lên cp .,26,8,vui vẻ
Sadness,đáng tiếc đời không như là mơ . thực tế sẽ vả vào mặt cho mày tỉnh ra :(,72,19,buồn
Disgust,con cháu việt nam nhục nhã vãi,30,7,khó chịu
Sadness,những người thả phẫn nộ xứng đáng là thiên thần . dăm ba cái yêu đương vớ vẩn . ahuhuhu,87,20,buồn
Fear,cíu tao khỏi hai tên đồng nghiệp bị crazy huhu,46,10,sợ hãi
Disgust,"thứ kém sang ngồi ăn ngay cạnh tao , có biết tao đang giảm cân không",68,16,khó chịu
Sadness,"điều đó không quan trọng , quan trọng là đéo xác nhận lời mời kết bạn",69,16,buồn
